FILE_NAME,CLUSTER_NUM,CLUSTER_MEMBER,MEMBER_ENERGY,MEMBER_SCORE,SP-dG,Polar,Nonpolar,Inter,Polar15,RMSD,ligand,frame,seed
seed-1-22-0-1-0.crd,1,8,52.85166,52.85166,-8.2944,19.3114,-57.9943,-38.6828,-29.0271,41.3116,Isoorientin,16,seed-1-22-0-1-0
seed-1-19-1-2-0.crd,2,4,53.015453,53.015453,-8.2931,14.7802,-55.0495,-40.2693,-32.8792,41.8055,Isoorientin,20,seed-1-19-1-2-0
seed-1-13-1-2-2.crd,2,5,49.731904,49.731904,-8.292,22.8734,-60.2732,-37.3998,-25.9631,39.4694,Phlorizin,21,seed-1-13-1-2-2
seed-1-4-1-0-3.crd,12,2,50.525723,50.525723,-8.2894,12.4135,-53.479,-41.0655,-34.8588,38.554,Phlorizin,66,seed-1-4-1-0-3
seed-1-4-1-2-3.crd,24,2,65.194831,65.194831,-8.2866,22.9199,-60.2466,-37.3267,-25.8667,41.6283,Isoorientin,114,seed-1-4-1-2-3
seed-1-15-0-2-1.crd,13,5,55.797969,55.797969,-8.284,14.1553,-54.5488,-40.3935,-33.3159,39.0726,Phlorizin,77,seed-1-15-0-2-1
seed-1-19-1-0-1.crd,0,4,41.9683,41.9683,-8.2758,20.2109,-58.3799,-38.169,-28.0635,39.6419,Phlorizin,4,seed-1-19-1-0-1
seed-1-5-0-2-2.crd,2,4,48.231468,48.231468,-8.2751,20.9448,-58.8474,-37.9026,-27.4302,38.9348,Phlorizin,20,seed-1-5-0-2-2
seed-1-20-0-2-1.crd,13,4,55.754258,55.754258,-8.2666,14.47,-54.5683,-40.0983,-32.8633,39.0596,Phlorizin,76,seed-1-20-0-2-1
seed-1-3-0-2-1.crd,1,1,73.599773,73.599773,-8.2597,13.644,-53.9614,-40.3173,-33.4953,40.7815,Baicalin,9,seed-1-3-0-2-1
seed-1-15-1-2-3.crd,24,1,65.058989,65.058989,-8.2584,23.9645,-60.6235,-36.659,-24.6768,41.5382,Isoorientin,113,seed-1-15-1-2-3
seed-1-12-0-0-0.crd,3,2,41.493188,41.493188,-8.2577,10.061,-51.6217,-41.5607,-36.5302,40.9367,Phlorizin,26,seed-1-12-0-0-0
seed-1-19-0-2-1.crd,33,1,90.474232,90.474232,-8.2381,17.3976,-56.1609,-38.7633,-30.0645,39.9582,Baicalin,127,seed-1-19-0-2-1
seed-1-16-0-2-0.crd,2,6,55.11528,55.11528,-8.2371,18.2885,-56.727,-38.4385,-29.2942,42.2769,Isoorientin,22,seed-1-16-0-2-0
seed-1-17-0-0-1.crd,1,1,38.322975,38.322975,-8.2341,17.5571,-56.2222,-38.6651,-29.8866,39.8545,Phlorizin,9,seed-1-17-0-0-1
seed-1-14-1-2-1.crd,0,3,77.050271,77.050271,-8.2276,16.7534,-55.633,-38.8796,-30.5029,40.5877,Baicalin,3,seed-1-14-1-2-1
seed-1-12-0-2-3.crd,24,6,88.104486,88.104486,-8.2145,12.946,-53.032,-40.086,-33.613,39.5394,Baicalin,100,seed-1-12-0-2-3
seed-1-13-0-1-0.crd,1,2,51.065023,51.065023,-8.211,18.8652,-56.8239,-37.9588,-28.5262,41.7264,Isoorientin,10,seed-1-13-0-1-0
seed-1-15-1-0-3.crd,12,1,48.711324,48.711324,-8.2096,10.3271,-51.2859,-40.9588,-35.7952,38.7069,Phlorizin,65,seed-1-15-1-0-3
seed-1-10-0-3-3.crd,3,8,54.26201,54.26201,-8.2091,18.9555,-56.862,-37.9065,-28.4287,42.0156,Isoorientin,32,seed-1-10-0-3-3
seed-1-8-0-1-1.crd,5,7,61.576845,61.576845,-8.1937,20.6188,-57.7758,-37.157,-26.8477,41.9311,Isoorientin,47,seed-1-8-0-1-1
seed-1-14-1-2-2.crd,27,2,67.030159,67.030159,-8.1852,11.9987,-52.1092,-40.1105,-34.1112,43.7971,Isoorientin,119,seed-1-14-1-2-2
seed-1-15-0-3-3.crd,3,6,53.948177,53.948177,-8.1823,17.4158,-55.5833,-38.1675,-29.4597,42.3158,Isoorientin,30,seed-1-15-0-3-3
seed-1-4-0-3-0.crd,11,1,47.766825,47.766825,-8.1745,8.7899,-49.92,-41.13,-36.7351,40.0018,Phlorizin,64,seed-1-4-0-3-0
seed-1-21-0-1-0.crd,1,1,49.112328,49.112328,-8.1622,20.6131,-57.4385,-36.8253,-26.5188,41.5641,Isoorientin,9,seed-1-21-0-1-0
seed-1-17-0-2-1.crd,1,2,75.345443,75.345443,-8.1618,16.4683,-54.7531,-38.2848,-30.0507,40.9798,Baicalin,10,seed-1-17-0-2-1
seed-1-17-1-2-3.crd,24,3,87.571019,87.571019,-8.1604,12.058,-51.8856,-39.8276,-33.7986,39.3924,Baicalin,97,seed-1-17-1-2-3
seed-1-4-1-2-1.crd,0,2,-2.070439,-2.070439,-8.1585,9.4614,-50.1855,-40.7241,-35.9934,36.2352,Myricetin,2,seed-1-4-1-2-1
seed-1-20-0-2-0.crd,0,5,52.983451,52.983451,-8.1554,18.6184,-56.077,-37.4586,-28.1495,42.5718,Isoorientin,5,seed-1-20-0-2-0
seed-1-16-1-2-3.crd,12,1,60.851074,60.851074,-8.1487,17.8183,-55.4879,-37.6696,-28.7604,41.7555,Isoorientin,75,seed-1-16-1-2-3
seed-1-21-1-0-0.crd,3,1,50.195344,50.195344,-8.1385,20.4305,-57.0704,-36.6399,-26.4247,42.0004,Isoorientin,25,seed-1-21-1-0-0
seed-1-13-0-1-1.crd,5,4,57.328599,57.328599,-8.138,17.7827,-55.3515,-37.5688,-28.6775,42.099,Isoorientin,44,seed-1-13-0-1-1
seed-1-13-0-3-3.crd,4,2,53.292327,53.292327,-8.1256,19.2013,-56.1391,-36.9378,-27.3371,42.1884,Isoorientin,34,seed-1-13-0-3-3
seed-1-12-0-2-0.crd,0,2,49.455319,49.455319,-8.1249,13.2388,-52.2742,-39.0354,-32.416,43.3823,Isoorientin,2,seed-1-12-0-2-0
seed-1-11-0-2-0.crd,2,8,59.180788,59.180788,-8.1246,18.5027,-55.6761,-37.1734,-27.922,42.3004,Isoorientin,24,seed-1-11-0-2-0
seed-1-16-1-0-0.crd,3,3,51.617858,51.617858,-8.1238,20.2915,-56.825,-36.5335,-26.3877,41.956,Isoorientin,27,seed-1-16-1-0-0
seed-1-17-1-0-0.crd,3,5,52.938434,52.938434,-8.1223,21.622,-57.6699,-36.0478,-25.2368,42.2351,Isoorientin,29,seed-1-17-1-0-0
seed-1-14-1-0-0.crd,39,1,69.819917,69.819917,-8.1214,19.8343,-56.5033,-36.669,-26.7519,42.2912,Isoorientin,163,seed-1-14-1-0-0
seed-1-13-0-2-3.crd,24,4,87.615624,87.615624,-8.1105,14.2095,-52.7496,-38.5401,-31.4354,39.6409,Baicalin,98,seed-1-13-0-2-3
seed-1-8-0-2-3.crd,24,2,87.090887,87.090887,-8.11,13.9557,-52.5801,-38.6243,-31.6464,39.6237,Baicalin,96,seed-1-8-0-2-3
seed-1-14-0-0-3.crd,5,1,42.338313,42.338313,-8.103,12.114,-51.315,-39.201,-33.144,41.6571,Phlorizin,28,seed-1-14-0-0-3
seed-1-23-0-3-3.crd,4,5,53.768599,53.768599,-8.1009,20.51,-56.7238,-36.2138,-25.9588,42.1057,Isoorientin,37,seed-1-23-0-3-3
seed-1-3-0-0-3.crd,8,1,43.038619,43.038619,-8.0929,13.1749,-51.8944,-38.7195,-32.1321,41.2176,Phlorizin,46,seed-1-3-0-0-3
seed-1-11-1-2-2.crd,23,1,51.763567,51.763567,-8.0901,15.7224,-53.5132,-37.7908,-29.9296,39.9932,Phlorizin,118,seed-1-11-1-2-2
seed-1-11-1-0-3.crd,34,2,91.841713,91.841713,-8.0901,22.1099,-57.6447,-35.5349,-24.48,39.9921,Baicalin,130,seed-1-11-1-0-3
seed-1-7-0-2-1.crd,1,3,79.969656,79.969656,-8.0868,14.5068,-52.6911,-38.1843,-30.9309,40.6678,Baicalin,11,seed-1-7-0-2-1
seed-1-11-1-2-1.crd,0,2,11.593582,11.593582,-8.0863,8.4847,-48.7904,-40.3056,-36.0633,36.2252,Robinetin,2,seed-1-11-1-2-1
seed-1-9-0-1-0.crd,1,7,52.582817,52.582817,-8.082,17.7782,-54.7576,-36.9794,-28.0902,41.5837,Isoorientin,15,seed-1-9-0-1-0
seed-1-10-0-1-1.crd,5,2,56.282712,56.282712,-8.0812,16.6481,-54.0181,-37.37,-29.0459,42.114,Isoorientin,42,seed-1-10-0-1-1
seed-1-20-1-0-3.crd,12,3,55.418422,55.418422,-8.0747,12.4892,-51.2587,-38.7695,-32.5249,38.6537,Phlorizin,67,seed-1-20-1-0-3
seed-1-14-0-2-0.crd,0,6,59.824871,59.824871,-8.072,20.4455,-56.3769,-35.9314,-25.7086,42.5338,Isoorientin,6,seed-1-14-0-2-0
seed-1-18-0-2-2.crd,8,4,61.494219,61.494219,-8.0671,13.1062,-51.577,-38.4708,-31.9177,42.1544,Isoorientin,60,seed-1-18-0-2-2
seed-1-18-1-0-3.crd,6,3,44.64023,44.64023,-8.0669,14.3341,-52.3691,-38.0351,-30.868,40.1711,Phlorizin,36,seed-1-18-1-0-3
seed-1-10-0-2-3.crd,24,5,87.880579,87.880579,-8.0642,14.6915,-52.5716,-37.8801,-30.5344,39.5626,Baicalin,99,seed-1-10-0-2-3
seed-1-23-1-0-3.crd,6,1,42.778091,42.778091,-8.0628,14.5107,-52.4402,-37.9296,-30.6742,40.3657,Phlorizin,34,seed-1-23-1-0-3
seed-1-18-0-3-3.crd,21,1,51.437816,51.437816,-8.0615,16.7051,-53.8465,-37.1414,-28.7889,39.198,Phlorizin,115,seed-1-18-0-3-3
seed-1-11-1-0-3.crd,6,2,44.484196,44.484196,-8.0614,14.6646,-52.5252,-37.8606,-30.5282,40.1726,Phlorizin,35,seed-1-11-1-0-3
seed-1-14-1-2-0.crd,14,2,89.057839,89.057839,-8.048,16.2157,-53.3867,-37.171,-29.0632,39.9055,Baicalin,65,seed-1-14-1-2-0
seed-1-17-1-2-1.crd,9,1,80.33917,80.33917,-8.0462,14.3868,-52.1846,-37.7978,-30.6043,41.2828,Baicalin,52,seed-1-17-1-2-1
seed-1-20-0-0-3.crd,12,4,55.545376,55.545376,-8.0449,14.1054,-51.9891,-37.8837,-30.831,38.6961,Phlorizin,68,seed-1-20-0-0-3
seed-1-12-1-0-3.crd,8,3,46.050992,46.050992,-8.0398,11.2981,-50.1184,-38.8203,-33.1712,40.6392,Phlorizin,48,seed-1-12-1-0-3
seed-1-9-0-1-0.crd,2,1,77.219689,77.219689,-8.0208,15.5477,-52.667,-37.1193,-29.3454,41.5107,Baicalin,15,seed-1-9-0-1-0
seed-1-3-1-0-3.crd,8,4,47.490168,47.490168,-8.0167,13.0473,-51.0068,-37.9595,-31.4358,40.6793,Phlorizin,49,seed-1-3-1-0-3
seed-1-16-0-0-1.crd,3,2,77.783456,77.783456,-8.0158,6.6669,-46.8689,-40.202,-36.8685,41.4075,Baicalin,19,seed-1-16-0-0-1
seed-1-5-0-2-3.crd,24,8,101.262023,101.262023,-8.0123,8.6523,-48.1166,-39.4644,-35.1382,39.0599,Baicalin,102,seed-1-5-0-2-3
seed-1-9-0-0-1.crd,1,3,48.516441,48.516441,-8.0118,19.3507,-55.032,-35.6813,-26.0059,39.8954,Phlorizin,11,seed-1-9-0-0-1
seed-1-5-1-0-3.crd,0,6,80.327992,80.327992,-8.0117,20.7732,-55.9514,-35.1782,-24.7915,40.2045,Baicalin,6,seed-1-5-1-0-3
seed-1-7-1-0-3.crd,6,7,45.549337,45.549337,-8.0112,14.7967,-52.0799,-37.2832,-29.8849,40.2513,Phlorizin,40,seed-1-7-1-0-3
seed-1-17-1-0-3.crd,6,4,44.87532,44.87532,-8.0108,15.0991,-52.2714,-37.1722,-29.6227,40.1423,Phlorizin,37,seed-1-17-1-0-3
seed-1-3-0-1-0.crd,2,3,80.384447,80.384447,-8.0072,15.6027,-52.5594,-36.9567,-29.1554,40.8408,Baicalin,17,seed-1-3-0-1-0
seed-1-11-0-1-0.crd,1,5,51.811301,51.811301,-8.0042,20.3471,-55.5964,-35.2493,-25.0758,41.3401,Isoorientin,13,seed-1-11-0-1-0
seed-1-19-0-0-1.crd,3,1,77.641202,77.641202,-8.0041,6.582,-46.6908,-40.1088,-36.8178,41.4405,Baicalin,18,seed-1-19-0-0-1
seed-1-19-0-0-3.crd,5,5,46.148823,46.148823,-8.0033,13.1828,-50.952,-37.7692,-31.1778,41.6461,Phlorizin,32,seed-1-19-0-0-3
seed-1-18-1-0-2.crd,15,3,53.509507,53.509507,-7.9988,13.6968,-51.2375,-37.5407,-30.6923,40.3354,Phlorizin,86,seed-1-18-1-0-2
seed-1-20-0-1-0.crd,1,6,51.861427,51.861427,-7.997,20.3613,-55.53,-35.1687,-24.9881,41.6167,Isoorientin,14,seed-1-20-0-1-0
seed-1-16-0-2-1.crd,0,1,-3.470148,-3.470148,-7.9949,12.6108,-50.4938,-37.883,-31.5776,36.2856,Myricetin,1,seed-1-16-0-2-1
seed-1-25-0-2-2.crd,8,2,58.30093,58.30093,-7.9948,12.0807,-50.1494,-38.0688,-32.0284,42.1601,Isoorientin,58,seed-1-25-0-2-2
seed-1-22-0-2-1.crd,13,8,58.405,58.405,-7.9942,12.1022,-50.1565,-38.0544,-32.0033,39.1893,Phlorizin,80,seed-1-22-0-2-1
seed-1-10-0-0-1.crd,1,2,47.155441,47.155441,-7.9939,19.8788,-55.1849,-35.3062,-25.3668,39.7951,Phlorizin,10,seed-1-10-0-0-1
seed-1-8-0-2-1.crd,0,8,4.433988,4.433988,-7.9898,11.749,-49.8815,-38.1325,-32.258,36.2969,Myricetin,8,seed-1-8-0-2-1
seed-1-7-0-2-1.crd,0,4,1.534186,1.534186,-7.9879,12.3357,-50.2419,-37.9061,-31.7383,36.2992,Myricetin,4,seed-1-7-0-2-1
seed-1-14-1-2-1.crd,0,3,0.557036,0.557036,-7.9798,11.9718,-49.9204,-37.9486,-31.9626,36.122,Myricetin,3,seed-1-14-1-2-1
seed-1-12-0-3-3.crd,4,7,55.811038,55.811038,-7.9748,21.7006,-56.1619,-34.4613,-23.611,42.2405,Isoorientin,39,seed-1-12-0-3-3
seed-1-19-0-1-0.crd,1,4,51.789921,51.789921,-7.9711,21.9662,-56.2944,-34.3282,-23.3451,42.182,Isoorientin,12,seed-1-19-0-1-0
seed-1-24-1-2-3.crd,12,2,67.716555,67.716555,-7.9705,15.7318,-52.2545,-36.5228,-28.6569,42.2864,Isoorientin,76,seed-1-24-1-2-3
seed-1-22-0-3-0.crd,6,1,56.847175,56.847175,-7.9699,17.1355,-53.1564,-36.0209,-27.4532,42.1317,Isoorientin,49,seed-1-22-0-3-0
seed-1-6-1-0-3.crd,6,8,45.689953,45.689953,-7.9643,12.9519,-50.3904,-37.4384,-30.9624,40.5597,Phlorizin,41,seed-1-6-1-0-3
seed-1-11-0-3-3.crd,4,1,41.649127,41.649127,-7.9635,13.1987,-50.542,-37.3433,-30.744,42.3485,Phlorizin,27,seed-1-11-0-3-3
seed-1-16-1-2-1.crd,0,5,2.905075,2.905075,-7.963,11.6544,-49.5379,-37.8835,-32.0563,36.2322,Myricetin,5,seed-1-16-1-2-1
seed-1-6-0-0-3.crd,5,5,83.5915,83.5915,-7.9609,21.8063,-56.0834,-34.2771,-23.374,40.3971,Baicalin,28,seed-1-6-0-0-3
seed-1-9-0-2-3.crd,24,1,86.608694,86.608694,-7.9556,8.6757,-47.5322,-38.8565,-34.5187,39.4779,Baicalin,95,seed-1-9-0-2-3
seed-1-10-1-2-1.crd,0,7,80.727593,80.727593,-7.953,16.0479,-52.2746,-36.2267,-28.2028,40.8877,Baicalin,7,seed-1-10-1-2-1
seed-1-4-0-3-1.crd,8,1,58.11252,58.11252,-7.9524,13.7584,-50.7862,-37.0278,-30.1486,41.9029,Isoorientin,57,seed-1-4-0-3-1
seed-1-9-1-0-3.crd,12,7,61.976982,61.976982,-7.9516,11.5875,-49.3739,-37.7864,-31.9926,38.9209,Phlorizin,71,seed-1-9-1-0-3
seed-1-23-1-2-0.crd,7,1,42.989174,42.989174,-7.9504,11.576,-49.3534,-37.7774,-31.9894,41.1292,Phlorizin,42,seed-1-23-1-2-0
seed-1-21-0-3-3.crd,3,4,52.150842,52.150842,-7.9478,21.5818,-55.7997,-34.2179,-23.4271,42.2605,Isoorientin,28,seed-1-21-0-3-3
seed-1-7-1-2-0.crd,14,3,90.31603,90.31603,-7.9384,16.0317,-52.1096,-36.0779,-28.062,39.9234,Baicalin,66,seed-1-7-1-2-0
seed-1-13-0-1-2.crd,17,1,84.986186,84.986186,-7.9365,19.3364,-54.2271,-34.8907,-25.2225,40.187,Baicalin,76,seed-1-13-0-1-2
seed-1-16-0-2-1.crd,4,2,80.30224,80.30224,-7.9327,18.4207,-53.5941,-35.1735,-25.9631,40.3713,Baicalin,23,seed-1-16-0-2-1
seed-1-9-1-2-1.crd,0,6,13.72454,13.72454,-7.9311,10.5649,-48.4951,-37.9302,-32.6478,36.1253,Robinetin,6,seed-1-9-1-2-1
seed-1-6-1-2-2.crd,27,1,66.136268,66.136268,-7.9297,17.1212,-52.7225,-35.6013,-27.0407,43.8498,Isoorientin,118,seed-1-6-1-2-2
seed-1-5-1-2-1.crd,0,7,13.837072,13.837072,-7.9233,10.3248,-48.2578,-37.9329,-32.7705,36.1525,Robinetin,7,seed-1-5-1-2-1
seed-1-5-1-0-1.crd,1,4,49.543793,49.543793,-7.9214,14.6253,-51.0197,-36.3944,-29.0818,39.4857,Phlorizin,12,seed-1-5-1-0-1
seed-1-19-0-3-3.crd,3,2,51.259298,51.259298,-7.92,19.7128,-54.296,-34.5832,-24.7268,42.4369,Isoorientin,26,seed-1-19-0-3-3
seed-1-3-0-1-0.crd,5,1,53.101788,53.101788,-7.919,21.9393,-55.7258,-33.7865,-22.8168,41.8415,Isoorientin,41,seed-1-3-0-1-0
seed-1-6-0-0-0.crd,2,1,-19.021354,-19.021354,-7.9125,9.7969,-47.8015,-38.0046,-33.1062,35.5411,Tricetin,17,seed-1-6-0-0-0
seed-1-7-1-2-1.crd,0,1,10.183455,10.183455,-7.9124,11.622,-48.9813,-37.3593,-31.5483,36.2768,Robinetin,1,seed-1-7-1-2-1
seed-1-4-0-0-3.crd,12,5,56.874672,56.874672,-7.9113,14.7495,-50.993,-36.2435,-28.8688,38.5199,Phlorizin,69,seed-1-4-0-0-3
seed-1-7-0-3-3.crd,4,6,55.614217,55.614217,-7.9064,22.4909,-55.9499,-33.4589,-22.2135,42.2879,Isoorientin,38,seed-1-7-0-3-3
seed-1-18-0-0-1.crd,19,1,50.728887,50.728887,-7.9052,13.3732,-50.0388,-36.6656,-29.979,39.4444,Phlorizin,102,seed-1-18-0-0-1
seed-1-22-1-0-3.crd,6,6,45.353806,45.353806,-7.8927,14.4708,-50.6166,-36.1458,-28.9104,41.0018,Phlorizin,39,seed-1-22-1-0-3
seed-1-4-0-2-1.crd,0,8,81.39771,81.39771,-7.8924,17.2006,-52.3794,-35.1788,-26.5785,40.5273,Baicalin,8,seed-1-4-0-2-1
seed-1-6-1-0-1.crd,21,1,86.133893,86.133893,-7.8906,15.266,-51.1086,-35.8426,-28.2095,41.1359,Baicalin,91,seed-1-6-1-0-1
seed-1-22-1-0-1.crd,1,6,54.838502,54.838502,-7.8886,18.9116,-53.4462,-34.5346,-25.0788,39.4366,Phlorizin,14,seed-1-22-1-0-1
seed-1-22-1-2-3.crd,26,3,52.656394,52.656394,-7.8885,16.0434,-51.589,-35.5456,-27.524,39.3736,Phlorizin,131,seed-1-22-1-2-3
seed-1-22-0-3-3.crd,3,7,54.219526,54.219526,-7.8871,20.273,-54.3104,-34.0375,-23.901,42.347,Isoorientin,31,seed-1-22-0-3-3
seed-1-12-0-3-3.crd,33,1,56.86993,56.86993,-7.8868,18.2205,-52.9799,-34.7594,-25.6492,42.048,Phlorizin,146,seed-1-12-0-3-3
seed-1-14-1-0-3.crd,34,1,90.489532,90.489532,-7.871,24.2116,-56.6891,-32.4775,-20.3717,39.9292,Baicalin,129,seed-1-14-1-0-3
seed-1-11-0-3-2.crd,6,1,79.646315,79.646315,-7.8707,15.8323,-51.2641,-35.4319,-27.5157,40.442,Baicalin,31,seed-1-11-0-3-2
